filename;var1;var2;var3;var4;label;period;start;end;egg_f0;degg_oq;howard_oq
dâlem_iso_1_mis;dâlem;iso;1;mis;v;7;0,1910318497209603;0,1982173650224436;139,16886375477745;0,45514037100630217;0,5129924393428907
dâlem_iso_1_mis;dâlem;iso;1;mis;v;8;0,1982173650224436;0,2053499416398222;140,2017887285627;0,46008618761738734;0,520783045513321
dâlem_iso_1_mis;dâlem;iso;1;mis;v;9;0,2053499416398222;0,2124013552773934;141,8155353519216;0,4649239607411527;0,5192961485835241
dâlem_iso_1_mis;dâlem;iso;1;mis;v;10;0,2124013552773934;0,21936736639166446;143,5541780792353;0,473125916195131;0,5297555513184488
dâlem_iso_1_mis;dâlem;iso;1;mis;v;11;0,21936736639166446;0,22624619366691995;145,37361674964555;0,5566232595001385;0,5521692649438146
dâlem_iso_1_mis;dâlem;iso;1;mis;v;12;0,22624619366691995;0,23303534013992644;147,29392037364045;0,5588121284764798;0,5621605241691463
dâlem_iso_1_mis;dâlem;iso;1;mis;v;13;0,23303534013992644;0,23977902452309438;148,28689232490976;0,5619751141798892;0,5650137679344426
dâlem_iso_1_mis;dâlem;iso;1;mis;v;14;0,23977902452309438;0,24649167076340114;148,97254587846427;0,5643009683350765;0,5682688009331919
dâlem_iso_1_mis;dâlem;iso;1;mis;v;15;0,24649167076340114;0,2531705269011607;149,72623745350683;0,5659182458399772;0,5729689069847828
talam_iso_1_mis;talam;iso;1;mis;v;1;0,0564934169233436;0,06343703698561716;144,01709641822893;0,6009618211174328;0,5865029502997297
talam_iso_1_mis;talam;iso;1;mis;v;2;0,06343703698561716;0,07017673205458265;148,37466528786072;0,630829152514486;0,615084512305536
talam_iso_1_mis;talam;iso;1;mis;v;3;0,07017673205458265;0,07708496572623033;144,7548023895217;0,6160584427018657;0,5837790938439857
talam_iso_1_mis;talam;iso;1;mis;v;4;0,07708496572623033;0,08403483607514525;143,88757628494886;0,5682402390263991;0,5610780076044727
talam_iso_1_mis;talam;iso;1;mis;v;5;0,08403483607514525;0,0911500463086693;140,5439849533043;0,5685446558066942;0,5495920495660719
talam_iso_1_mis;talam;iso;1;mis;v;6;0,0911500463086693;0,09821399498870599;141,56388236880642;0,5784612966742083;0,5508361538689887
talam_iso_1_mis;talam;iso;1;mis;v;7;0,09821399498870599;0,1052993803037645;141,13558480365336;0,5764881218233492;0,5465188974552193
talam_iso_1_mis;talam;iso;1;mis;v;8;0,1052993803037645;0,11233874351230604;142,05830419243088;0,577249916408609;0,5468051675898977
talam_iso_1_mis;talam;iso;1;mis;v;9;0,11233874351230604;0,1193726749104911;142,16800582644666;0,5741386956371132;0,5490895525112747
talam_iso_1_mis;talam;iso;1;mis;v;10;0,1193726749104911;0,12637230695623392;142,86465252244236;0,5734860356748887;0,5487512673712691
talam_iso_1_mis;talam;iso;1;mis;v;11;0,12637230695623392;0,13329616957663487;144,42805336049415;0,5786546689403532;0,552786758847222
talam_iso_1_mis;talam;iso;1;mis;v;12;0,13329616957663487;0,14020589936051162;144,72345971233395;0,5725200420128308;0,5619586894563571
talam_iso_1_mis;talam;iso;1;mis;v;13;0,14020589936051162;0,14701051410748867;146,95909132023235;0,5826524480700471;0,5694807986805566
talam_iso_1_mis;talam;iso;1;mis;v;14;0,14701051410748867;0,15380922792258386;147,08664420904114;0,5777756970847011;0,5679473148794564
talam_sen_1_mis;talam;sen;1;mis;v;1;1,7529995437777148;1,759130577866053;163,1046224163202;0,5451781886936816;0,556484895842106
talam_sen_1_mis;talam;sen;1;mis;v;2;1,759130577866053;1,7656140174969988;154,23911641391217;0,45212439317841596;0,5397496333524062
talam_sen_1_mis;talam;sen;1;mis;v;3;1,7656140174969988;1,772176087096166;152,39094692425996;0,4318636786328908;0,5268668739211285
talam_sen_1_mis;talam;sen;1;mis;v;4;1,772176087096166;1,7787839642760825;151,33453191886275;0,42985500380236585;0,5269288226681679
talam_sen_1_mis;talam;sen;1;mis;v;5;1,7787839642760825;1,7854674571117737;149,62236432121347;0,42836794332298733;0,5328362279011277
talam_sen_1_mis;talam;sen;1;mis;v;6;1,7854674571117737;1,7921745949863663;149,09489244109713;0,430584842033707;0,5307795544980062
talam_sen_1_mis;talam;sen;1;mis;v;7;1,7921745949863663;1,798885115230555;149,01974267434952;0,4302621593738369;0,5308379133455697
talam_sen_1_mis;talam;sen;1;mis;v;8;1,798885115230555;1,8055750477453052;149,47833895112646;0,43410325513444215;0,5328351326084573
talam_sen_1_mis;talam;sen;1;mis;v;9;1,8055750477453052;1,812329051961515;148,0603162195219;0,4286509741930566;0,5345424500698736
talam_sen_1_mis;talam;sen;1;mis;v;10;1,812329051961515;1,8190198344489426;149,45934976649772;0,43667691378327383;0,5338565091583535
talam_sen_1_mis;talam;sen;1;mis;v;11;1,8190198344489426;1,8257315771285316;148,99260113786502;0,5294444687035414;0,5389053138461308
talam_sen_1_mis;talam;sen;1;mis;v;12;1,8257315771285316;1,8324754684921292;148,28234117142537;0,4336686574204823;0,5323412896063393
talam_sen_1_mis;talam;sen;1;mis;v;13;1,8324754684921292;1,839237646180609;147,8813551000905;0,4315337926760687;0,5327025819033426
talam_sen_1_mis;talam;sen;1;mis;v;14;1,839237646180609;1,8460404083227435;146,99911287596953;0,5681373760986843;0,5434054940488747
talam_sen_1_mis;talam;sen;1;mis;v;15;1,8460404083227435;1,852806898256842;147,78711115207432;0,532380694661488;0,5395187597110553
talam_sen_1_mis;talam;sen;1;mis;v;16;1,852806898256842;1,8595785368014008;147,6747456940858;0,4325048880774096;0,5453805767145999
